grouped_job_id,outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,n_codes,requested_outer_folds,realized_outer_folds,outer_test_n_min,outer_test_n_max,outer_training_n_min,outer_test_codes_min,outer_training_codes_min,outer_test_positive_min,outer_test_negative_min,outer_training_positive_min,outer_training_negative_min,single_class_outer_test_folds,any_single_class_outer_test_fold,inner_folds_realized_min,inner_folds_realized_max,inner_validation_n_min,inner_training_n_min,inner_validation_codes_min,inner_training_codes_min,inner_validation_positive_min,inner_validation_negative_min,inner_training_positive_min,inner_training_negative_min,single_class_inner_validation_folds,any_single_class_inner_validation_fold,any_single_class_inner_training_fold,grouped_fold_adequacy_flag,grouped_fold_adequacy_reasons,adequacy_flag_definition,metric_construction
405,continuous,rna_pathway_activity,MSigDB Hallmark,KIRP,HALLMARK_FATTY_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,272,,,31,5,5,39,69,203,6,24,,,,,,,5,5,13,127,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
406,continuous,rna_pathway_activity,MSigDB Hallmark,KIRP,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,272,,,31,5,5,43,72,200,6,24,,,,,,,5,5,18,129,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
407,continuous,rna_pathway_activity,MSigDB Hallmark,KIRP,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,272,,,31,5,5,18,85,187,6,24,,,,,,,5,5,10,100,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
408,continuous,rna_pathway_activity,MSigDB Hallmark,KIRP,HALLMARK_HEME_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,272,,,31,5,5,28,77,195,6,24,,,,,,,5,5,16,128,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
409,continuous,rna_pathway_activity,MSigDB Hallmark,KIRP,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,272,,,31,5,5,34,64,208,6,24,,,,,,,5,5,8,122,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
410,continuous,rna_pathway_activity,MSigDB Hallmark,KIRP,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,272,,,31,5,5,40,73,199,6,24,,,,,,,5,5,23,122,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
411,continuous,rna_pathway_activity,MSigDB Hallmark,KIRP,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,272,,,31,5,5,19,125,147,6,24,,,,,,,5,5,10,103,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
412,continuous,rna_pathway_activity,MSigDB Hallmark,KIRP,HALLMARK_MITOTIC_SPINDLE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,272,,,31,5,5,18,92,180,6,24,,,,,,,5,5,20,121,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
413,continuous,rna_pathway_activity,MSigDB Hallmark,KIRP,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,272,,,31,5,5,36,82,190,6,24,,,,,,,5,5,21,134,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
414,continuous,rna_pathway_activity,MSigDB Hallmark,KIRP,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,272,,,31,5,5,34,85,187,6,24,,,,,,,5,5,18,107,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
415,continuous,rna_pathway_activity,MSigDB Hallmark,KIRP,HALLMARK_OXIDATIVE_PHOSPHORYLATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,272,,,31,5,5,19,97,175,6,24,,,,,,,5,5,17,131,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
416,continuous,rna_pathway_activity,MSigDB Hallmark,KIRP,HALLMARK_PEROXISOME,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,272,,,31,5,5,48,64,208,6,24,,,,,,,5,5,11,133,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
417,continuous,rna_pathway_activity,MSigDB Hallmark,KIRP,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,272,,,31,5,5,25,100,172,6,24,,,,,,,5,5,12,119,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
418,continuous,rna_pathway_activity,MSigDB Hallmark,KIRP,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,272,,,31,5,5,36,97,175,6,24,,,,,,,5,5,17,135,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
419,continuous,rna_pathway_activity,MSigDB Hallmark,KIRP,HALLMARK_UV_RESPONSE_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,272,,,31,5,5,30,79,193,6,24,,,,,,,5,5,18,124,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
420,continuous,rna_pathway_activity,MSigDB Hallmark,KIRP,HALLMARK_XENOBIOTIC_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,272,,,31,5,5,35,68,204,6,24,,,,,,,5,5,19,120,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
421,continuous,rna_pathway_activity,glutathione synthesis and recycling,KIRP,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,272,,,31,5,5,34,83,189,6,24,,,,,,,5,5,16,138,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
422,continuous,rna_pathway_activity,vitamin B6 metabolism,LGG,GOBP_VITAMIN_B6_METABOLIC_PROCESS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,45,169,321,5,20,,,,,,,5,5,26,224,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
423,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,59,147,343,5,20,,,,,,,5,5,21,154,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
424,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,28,153,337,5,20,,,,,,,5,5,12,210,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
425,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,50,233,257,5,20,,,,,,,5,5,6,159,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
426,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,46,164,326,5,20,,,,,,,5,5,18,185,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
427,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_BILE_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,66,133,357,5,20,,,,,,,5,5,6,190,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
428,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,26,186,304,5,20,,,,,,,5,5,9,162,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
429,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,32,174,316,5,20,,,,,,,5,5,10,185,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
430,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,58,127,363,5,20,,,,,,,5,5,18,214,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
431,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,44,145,345,5,20,,,,,,,5,5,20,161,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
432,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,47,183,307,5,20,,,,,,,5,5,13,177,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
433,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,39,259,231,5,20,,,,,,,5,5,12,159,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
434,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,50,140,350,5,20,,,,,,,5,5,22,185,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
435,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,40,160,330,5,20,,,,,,,5,5,24,190,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
436,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,27,207,283,5,20,,,,,,,5,5,18,176,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
437,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,39,189,301,5,20,,,,,,,5,5,11,194,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
438,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,14,249,241,5,20,,,,,,,5,5,5,165,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
439,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,26,231,259,5,20,,,,,,,5,5,15,180,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
440,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,46,209,281,5,20,,,,,,,5,5,11,203,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
441,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,44,150,340,5,20,,,,,,,5,5,19,211,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
442,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,25,176,314,5,20,,,,,,,5,5,5,178,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
443,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,34,232,258,5,20,,,,,,,5,5,19,180,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
444,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,60,122,368,5,20,,,,,,,5,5,6,177,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
445,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,37,170,320,5,20,,,,,,,5,5,11,192,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
446,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,32,157,333,5,20,,,,,,,5,5,18,205,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
447,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_PEROXISOME,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,57,156,334,5,20,,,,,,,5,5,6,198,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
448,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_PI3K_AKT_MTOR_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,71,154,336,5,20,,,,,,,5,5,6,161,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
449,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,55,149,341,5,20,,,,,,,5,5,18,194,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
450,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_TGF_BETA_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,42,213,277,5,20,,,,,,,5,5,6,176,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
451,continuous,rna_pathway_activity,MSigDB Hallmark,LGG,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,490,,,25,5,5,13,177,313,5,20,,,,,,,5,5,6,164,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
