outcome_type,family,tumor_type,endpoint,n,positive,negative,representations_retained,n_representations_retained,consensus_class,effect_TITAN,effect_GigaSSL,effect_ProvGigaPath,priority_score,TITAN_tss_random_metric,TITAN_tss_grouped_metric,TITAN_tss_status,TITAN_tss_near_chance_or_worse,matched_grouped_metric_TITAN,matched_grouped_metric_GigaSSL,matched_grouped_metric_ProvGigaPath,matched_grouped_retained_TITAN,matched_grouped_retained_GigaSSL,matched_grouped_retained_ProvGigaPath,sample_size_maturity,matched_tss_retention_class,internal_robustness_class,interpretation
continuous,rna_pathway_activity,SARC,HALLMARK_PROTEIN_SECRETION,252,,,None,0,no effect-threshold crossing,0.121553011435905,0.105021918407226,0.0972440211346529,0.121553011435905,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SARC,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,252,,,TITAN+ProvGigaPath,2,retained by two,0.263922706709327,0.0528568814945791,0.269583177961161,0.263922706709327,0.308602239485974,0.240030532853074,retained under TSS grouping,False,0.260792994711142,0.0562690711156474,0.178933946090946,True,False,False,True,partial retention,R3: mature with partial or single-representation retention,R3: mature with partial or single-representation retention; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SARC,HALLMARK_SPERMATOGENESIS,252,,,None,0,no effect-threshold crossing,0.12107651081517,-0.0821978266188022,-0.0397416274456328,0.12107651081517,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SARC,HALLMARK_TGF_BETA_SIGNALING,252,,,None,0,no effect-threshold crossing,0.0878317412706289,0.0157483235519746,0.00832737917497561,0.0878317412706289,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SARC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,252,,,TITAN+ProvGigaPath,2,retained by two,0.308103285602094,0.132246506577001,0.205017318669486,0.205017318669486,0.316577520547215,0.20701865288993,retained under TSS grouping,False,0.14344223920604,0.0975204525197038,0.0602622064484536,False,False,False,True,no retention,R4: limited or cohort-structure-sensitive internal evidence,R4: limited or cohort-structure-sensitive internal evidence; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SARC,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,252,,,TITAN+ProvGigaPath,2,retained by two,0.331038811902221,0.186972837705147,0.21936299239024,0.21936299239024,0.330441438002002,0.299567042344595,retained under TSS grouping,False,0.315885765366787,0.17125394829802,0.146094577721537,True,False,False,True,partial retention,R3: mature with partial or single-representation retention,R3: mature with partial or single-representation retention; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SARC,HALLMARK_UV_RESPONSE_DN,252,,,None,0,no effect-threshold crossing,0.0978248136502956,0.169940160695112,0.105444917499043,0.169940160695112,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SARC,HALLMARK_UV_RESPONSE_UP,252,,,None,0,no effect-threshold crossing,0.0709405376975667,0.0770226436593322,0.0562356294413162,0.0770226436593322,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SARC,HALLMARK_WNT_BETA_CATENIN_SIGNALING,252,,,TITAN,1,unique to TITAN,0.236446594759757,0.0494587917413391,0.108562050472941,0.236446594759757,0.222809250613252,0.236530113102753,retained under TSS grouping,False,0.237524187831005,0.0537951831697359,-0.000666105380379811,True,False,False,True,complete retention,R3: mature with partial or single-representation retention,R3: mature with partial or single-representation retention; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SARC,HALLMARK_XENOBIOTIC_METABOLISM,252,,,None,0,no effect-threshold crossing,0.136377091874161,0.0681446605279078,0.0615825259000437,0.136377091874161,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_ADIPOGENESIS,97,,,None,0,no effect-threshold crossing,-0.202879330489979,-0.325264478156652,-0.41383705160659,-0.202879330489979,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_ALLOGRAFT_REJECTION,97,,,None,0,no effect-threshold crossing,0.0698819330422889,0.00101739984412252,-0.0558002596593739,0.0698819330422889,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_ANDROGEN_RESPONSE,97,,,None,0,no effect-threshold crossing,0.151994503311574,-0.047713475016496,0.125007285552218,0.151994503311574,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_ANGIOGENESIS,97,,,None,0,no effect-threshold crossing,-0.196208924649934,-0.144980346860034,-0.288632424378229,-0.144980346860034,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_APICAL_JUNCTION,97,,,None,0,no effect-threshold crossing,0.0550989865342838,-0.0134988938813903,0.104324927618037,0.104324927618037,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_APICAL_SURFACE,97,,,None,0,no effect-threshold crossing,0.0144703428123913,-0.0464524698068221,-0.164650368242395,0.0144703428123913,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_APOPTOSIS,97,,,None,0,no effect-threshold crossing,0.0670081145962557,0.16710285268032,-0.0455490796158777,0.16710285268032,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_BILE_ACID_METABOLISM,97,,,None,0,no effect-threshold crossing,0.0408894612600466,-0.050470041916836,0.0723512547762577,0.0723512547762577,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,97,,,None,0,no effect-threshold crossing,-0.0879801639226228,-0.29043552781596,-0.223353429719743,-0.0879801639226228,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_COAGULATION,97,,,None,0,no effect-threshold crossing,0.0322855585178967,-0.171349387300435,-0.240551005062491,0.0322855585178967,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_COMPLEMENT,97,,,None,0,no effect-threshold crossing,-0.0445208940806345,-0.10469764531572,-0.154361680221271,-0.0445208940806345,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_DNA_REPAIR,97,,,None,0,no effect-threshold crossing,-0.160163285575403,-0.034136449503904,-0.129684796021841,-0.034136449503904,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_E2F_TARGETS,97,,,None,0,no effect-threshold crossing,0.124939649667997,0.0239879566378964,0.00708879988437827,0.124939649667997,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,97,,,None,0,no effect-threshold crossing,-0.31878637261384,-0.226358780071781,-0.148892919534749,-0.148892919534749,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_ESTROGEN_RESPONSE_EARLY,97,,,None,0,no effect-threshold crossing,-0.276219481514464,-0.0831062602891681,-0.298295407949538,-0.0831062602891681,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_ESTROGEN_RESPONSE_LATE,97,,,None,0,no effect-threshold crossing,0.021829258032892,-0.0313597652854549,-0.0534845593168012,0.021829258032892,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_FATTY_ACID_METABOLISM,97,,,None,0,no effect-threshold crossing,-0.215681784207918,-0.280602806951177,-0.23360528017384,-0.215681784207918,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_G2M_CHECKPOINT,97,,,None,0,no effect-threshold crossing,0.0717133430810122,0.0377149742218933,0.0531396004297854,0.0717133430810122,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_GLYCOLYSIS,97,,,None,0,no effect-threshold crossing,-0.0779654365097253,-0.314368447624558,-0.065378385266482,-0.065378385266482,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_HEDGEHOG_SIGNALING,97,,,None,0,no effect-threshold crossing,-0.279857377858753,-0.251751434721485,-0.176885835348852,-0.176885835348852,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_HEME_METABOLISM,97,,,None,0,no effect-threshold crossing,-0.183364186228305,-0.241372669082162,-0.0261716540237078,-0.0261716540237078,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_HYPOXIA,97,,,None,0,no effect-threshold crossing,-0.10832058773498,-0.40433303282989,-0.29120191167392,-0.10832058773498,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_IL2_STAT5_SIGNALING,97,,,None,0,no effect-threshold crossing,-0.35971112972979,-0.0688674504537221,-0.352619597962923,-0.0688674504537221,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_IL6_JAK_STAT3_SIGNALING,97,,,None,0,no effect-threshold crossing,-0.143282339197274,-0.0092763004401748,-0.194255460345594,-0.0092763004401748,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_INFLAMMATORY_RESPONSE,97,,,None,0,no effect-threshold crossing,-0.182608757832526,-0.284459654276946,-0.23692824164469,-0.182608757832526,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_INTERFERON_ALPHA_RESPONSE,97,,,None,0,no effect-threshold crossing,-0.109351818617356,-0.0477708892589812,-0.069959989819105,-0.0477708892589812,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_INTERFERON_GAMMA_RESPONSE,97,,,None,0,no effect-threshold crossing,0.190153800049315,-0.0442377378367056,-0.0216219758352476,0.190153800049315,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_KRAS_SIGNALING_DN,97,,,None,0,no effect-threshold crossing,0.0693786592346275,-0.0483101450100731,-0.100731343228604,0.0693786592346275,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_KRAS_SIGNALING_UP,97,,,None,0,no effect-threshold crossing,-0.268229113243872,-0.0792271799149071,-0.1192675618393,-0.0792271799149071,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_MITOTIC_SPINDLE,97,,,None,0,no effect-threshold crossing,-0.125674046730907,-0.111567867443719,0.105515194628182,0.105515194628182,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_MTORC1_SIGNALING,97,,,None,0,no effect-threshold crossing,0.0915539166669035,-0.316069034806434,-0.183332743692968,0.0915539166669035,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_MYC_TARGETS_V1,97,,,None,0,no effect-threshold crossing,-0.26503316716215,-0.157764081234386,-0.16489049132781,-0.157764081234386,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_MYC_TARGETS_V2,97,,,None,0,no effect-threshold crossing,0.0109406793235417,-0.0115631668336971,-0.017655279847212,0.0109406793235417,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_MYOGENESIS,97,,,None,0,no effect-threshold crossing,-0.0964268630760849,-0.265762638449776,-0.359024938322123,-0.0964268630760849,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_NOTCH_SIGNALING,97,,,None,0,no effect-threshold crossing,-0.0537882182937555,-0.119911558879184,-0.0630364153441521,-0.0537882182937555,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_OXIDATIVE_PHOSPHORYLATION,97,,,None,0,no effect-threshold crossing,-0.298539931940849,-0.117720111828135,-0.0863822281821622,-0.0863822281821622,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_P53_PATHWAY,97,,,None,0,no effect-threshold crossing,-0.12559074292891,-0.0842528991384381,-0.312545633851969,-0.0842528991384381,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_PANCREAS_BETA_CELLS,97,,,None,0,no effect-threshold crossing,-0.130191940260196,-0.322280491283643,-0.250488097016543,-0.130191940260196,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_PEROXISOME,97,,,None,0,no effect-threshold crossing,0.0211101358480136,-0.101174041961922,-0.12873599304019,0.0211101358480136,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_PI3K_AKT_MTOR_SIGNALING,97,,,None,0,no effect-threshold crossing,-0.299693022540859,-0.170058030423152,-0.123646542657762,-0.123646542657762,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_PROTEIN_SECRETION,97,,,None,0,no effect-threshold crossing,0.168103848842596,-0.179504974862627,0.0384280138334024,0.168103848842596,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,97,,,None,0,no effect-threshold crossing,-0.263708912802608,-0.273403349562683,-0.23903600442151,-0.23903600442151,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_SPERMATOGENESIS,97,,,ProvGigaPath,1,unique to ProvGigaPath,-0.00548185623723141,-0.232786390306237,0.246127060540256,0.246127060540256,,,not evaluated in TITAN candidate TSS analysis,False,-0.0463329746528756,-0.596883017659835,0.0907284576573392,False,False,False,False,no retention,R4: limited or cohort-structure-sensitive internal evidence,R4: limited or cohort-structure-sensitive internal evidence; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_TGF_BETA_SIGNALING,97,,,None,0,no effect-threshold crossing,-0.240411643574358,-0.21642111224231,-0.228258487895358,-0.21642111224231,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_TNFA_SIGNALING_VIA_NFKB,97,,,None,0,no effect-threshold crossing,-0.0476869797915009,-0.127046598380004,-0.0733381494388408,-0.0476869797915009,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,97,,,None,0,no effect-threshold crossing,-0.0158306820879313,-0.0253072677239166,0.0143145712605391,0.0143145712605391,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_UV_RESPONSE_DN,97,,,None,0,no effect-threshold crossing,-0.216298301803091,-0.102744756470073,-0.100386793398104,-0.100386793398104,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_UV_RESPONSE_UP,97,,,None,0,no effect-threshold crossing,-0.357485547334947,-0.373220803171826,-0.369571800746725,-0.357485547334947,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_WNT_BETA_CATENIN_SIGNALING,97,,,None,0,no effect-threshold crossing,-0.109729938241302,-0.236720181992602,-0.184809813559875,-0.109729938241302,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,SKCM,HALLMARK_XENOBIOTIC_METABOLISM,97,,,None,0,no effect-threshold crossing,-0.0223900968637141,-0.0709962609788533,-0.0838351652545022,-0.0223900968637141,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,STAD,HALLMARK_ADIPOGENESIS,348,,,None,0,no effect-threshold crossing,-0.00197726714131341,-0.0305393054554084,0.0155861766888526,0.0155861766888526,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,STAD,HALLMARK_ALLOGRAFT_REJECTION,348,,,TITAN,1,unique to TITAN,0.219916533734688,0.155494736580736,0.198055199047191,0.219916533734688,0.240223640433883,0.126552017683718,fell below threshold under TSS grouping,False,0.11251906872101,0.0824003120921978,0.101146145843985,False,False,False,True,no retention,R4: limited or cohort-structure-sensitive internal evidence,R4: limited or cohort-structure-sensitive internal evidence; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,STAD,HALLMARK_ANDROGEN_RESPONSE,348,,,None,0,no effect-threshold crossing,0.0900049969695862,0.0138022364230048,-0.018790476718173,0.0900049969695862,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,STAD,HALLMARK_ANGIOGENESIS,348,,,None,0,no effect-threshold crossing,0.146272712790914,0.12945806971221,0.0277462234062457,0.146272712790914,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,STAD,HALLMARK_APICAL_JUNCTION,348,,,TITAN+ProvGigaPath,2,retained by two,0.228506433548841,0.19921950794894,0.223407754841917,0.223407754841917,0.225198668558233,0.175026243460795,fell below threshold under TSS grouping,False,0.150901930412783,0.133218597987266,0.128240826948787,False,False,False,True,no retention,R4: limited or cohort-structure-sensitive internal evidence,R4: limited or cohort-structure-sensitive internal evidence; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,STAD,HALLMARK_APICAL_SURFACE,348,,,None,0,no effect-threshold crossing,0.104368496995962,0.0993237403850388,0.124392544565028,0.124392544565028,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,STAD,HALLMARK_APOPTOSIS,348,,,None,0,no effect-threshold crossing,0.110579052703601,0.0385090064969735,0.0595031032630544,0.110579052703601,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,STAD,HALLMARK_BILE_ACID_METABOLISM,348,,,None,0,no effect-threshold crossing,0.0979901021677695,0.0288441822184872,0.00441607805783539,0.0979901021677695,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,STAD,HALLMARK_CHOLESTEROL_HOMEOSTASIS,348,,,TITAN,1,unique to TITAN,0.244416785917403,0.148098634797824,0.0967839331109582,0.244416785917403,0.206470798352906,0.237219734818133,retained under TSS grouping,False,0.180753352697006,0.120031493912636,-0.0465193045516466,False,False,False,True,no retention,R4: limited or cohort-structure-sensitive internal evidence,R4: limited or cohort-structure-sensitive internal evidence; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,STAD,HALLMARK_COAGULATION,348,,,None,0,no effect-threshold crossing,0.079224226775606,0.151740665265435,0.189991692804183,0.189991692804183,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
continuous,rna_pathway_activity,STAD,HALLMARK_COMPLEMENT,348,,,None,0,no effect-threshold crossing,0.0650764224157748,0.116808698702244,0.0925492559381152,0.116808698702244,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
